"faculty_id","class_assignment","posterior_class_1","posterior_class_2","posterior_class_3","posterior_class_4","faculty_name","university","career_start_year","never_asst_prof","career_length","n_promotions","mean_pub_count"
121,4,0.00011118485047334,2.28290201919674e-13,2.41448848010637e-19,0.999888815149298,"Marissa Shuffler","Clemson University",2013,0,13,2,5.46153846153846
2,4,1.76595082507063e-10,6.220883034364e-57,1.35309928231995e-42,0.999999999823405,"Nathan Bowling","University of Central Florida",2005,0,21,2,7.52380952380952
6,4,4.61694846861213e-08,3.07088578334187e-17,4.20098785427737e-31,0.999999953830515,"Nathan T. Carter","Michigan State University",2010,0,16,2,6.75
125,4,6.92069090487352e-28,4.41769120460447e-57,4.70963440708184e-89,1,"Nils Olsen","George Washington University",2002,0,24,1,15
90,4,0.0551952776089225,0.0124485278007101,5.07620902268055e-05,0.932305432500141,"Paige Watson","Auburn University",2023,0,3,0,4.66666666666667
120,4,0.000525556454017596,1.72343627506149e-36,1.82066046297001e-26,0.999474443545982,"Patrick Rosopa","Clemson University",2007,0,19,2,5.05263157894737
56,4,9.48719457021369e-06,4.24235072323954e-94,1.36618223567304e-34,0.99999051280543,"Reeshad S. Dalal","George Mason University",2003,0,23,2,5.52173913043478
5,4,1.38084119188782e-15,2.8831872580456e-07,5.4885758510853e-50,0.999999711681273,"Richard Landers","University of Minnesota",2009,0,17,2,10.5882352941176
122,4,9.72946934284798e-09,7.07892494143113e-146,2.10071650800153e-47,0.999999990270531,"Robert R. Sinclair","Clemson University",2000,0,26,2,6.76923076923077
36,4,4.2923494982975e-06,4.64241587614622e-17,2.47571392247317e-27,0.999995707650502,"Sang Eun Woo","Purdue University",2010,0,16,2,6.1875
61,4,0.280643334474011,1.43349709029548e-06,6.91751287494883e-08,0.719355162853769,"Sarah Wittman","George Mason University",2018,0,8,0,3.5
57,4,2.80533701716104e-06,5.9616462765718e-50,1.04859115464031e-31,0.999997194662983,"Seth Kaplan","George Mason University",2006,0,20,2,5.6
113,4,1.29648499389721e-08,6.82859910022669e-120,1.36711462501507e-46,0.99999998703515,"Shane Connelly","University of Oklahoma",2001,0,25,2,7.52
17,4,4.61617561159673e-07,2.19260067853162e-153,4.03298448423176e-43,0.999999538382439,"Stephanie C. Payne","Texas A&M University",2000,0,26,2,6.23076923076923
31,4,0.000250983506848982,3.98293527087506e-118,1.01477579720496e-32,0.999749016493151,"Stephen Stark","University of South Florida",2002,0,24,2,5.16666666666667
59,4,0.397069815236579,0.0002657336875432,0.000652019425990957,0.602012431649886,"Yijue Liang","George Mason University",2022,0,4,0,3
51,4,0.00465114904615413,0.105457771711494,4.11805032805562e-07,0.889890667437319,"Yimin He","University of Georgia",2023,0,3,0,6.66666666666667
123,4,0.00013111313692423,0.000160387096492104,1.27332500382104e-15,0.999708499766582,"Yisheng Peng","George Washington University",2017,0,9,1,5.55555555555556
18,4,0.13672273641569,0.000380755675933923,7.95348757740996e-06,0.862888554420799,"Ze (Mia) Zhu","Texas A&M University",2021,0,5,0,3.6
